=== svc_c0_0.st
  09 chr  0/10 hp 41/41 y1=111 | P1 scr= 52 wld=149 | P2 scr=128 wld=225 | cam  97/ 97 | P1scr-P2scr= -76 P1wld-P2wld= -76
  10 chr  0/10 hp 41/41 y1= 99 | P1 scr= 52 wld=149 | P2 scr=128 wld=225 | cam  97/ 97 | P1scr-P2scr= -76 P1wld-P2wld= -76
  11 chr  0/10 hp 41/41 y1=128 | P1 scr= 52 wld=149 | P2 scr=128 wld=225 | cam  97/ 97 | P1scr-P2scr= -76 P1wld-P2wld= -76
  12 chr  0/10 hp 41/41 y1=128 | P1 scr= 52 wld=149 | P2 scr=128 wld=225 | cam  97/ 97 | P1scr-P2scr= -76 P1wld-P2wld= -76
  13 chr  0/10 hp 41/41 y1=128 | P1 scr= 98 wld=195 | P2 scr=128 wld=225 | cam  97/ 97 | P1scr-P2scr= -30 P1wld-P2wld= -30
  14 chr  0/10 hp 41/41 y1=128 | P1 scr= 97 wld=194 | P2 scr=128 wld=225 | cam  97/ 97 | P1scr-P2scr= -31 P1wld-P2wld= -31
  15 chr  0/10 hp 40/41 y1=128 | P1 scr= 88 wld=185 | P2 scr=128 wld=225 | cam  97/ 97 | P1scr-P2scr= -40 P1wld-P2wld= -40
  16 chr  0/10 hp 38/41 y1=128 | P1 scr= 66 wld=163 | P2 scr=128 wld=225 | cam  97/ 97 | P1scr-P2scr= -62 P1wld-P2wld= -62
  17 chr  0/10 hp 38/41 y1=128 | P1 scr= 63 wld=160 | P2 scr=116 wld=213 | cam  97/ 97 | P1scr-P2scr= -53 P1wld-P2wld= -53
  18 chr  0/10 hp 35/41 y1=128 | P1 scr= 61 wld=158 | P2 scr=116 wld=213 | cam  97/ 97 | P1scr-P2scr= -55 P1wld-P2wld= -55
  19 chr  0/10 hp 35/41 y1=128 | P1 scr= 68 wld=165 | P2 scr=116 wld=213 | cam  97/ 97 | P1scr-P2scr= -48 P1wld-P2wld= -48
  20 chr  0/10 hp 35/35 y1=128 | P1 scr= 72 wld=169 | P2 scr=116 wld=213 | cam  97/ 97 | P1scr-P2scr= -44 P1wld-P2wld= -44
=== svc_spar2.st
  00 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  01 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  02 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  03 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  04 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  05 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  06 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  07 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  08 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  09 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  10 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  11 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  12 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  13 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  14 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  15 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  16 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  17 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  18 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  19 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  20 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
=== svc_spar3.st
  00 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  01 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  02 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  03 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  04 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  05 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  06 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  07 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  08 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  09 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  10 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  11 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  12 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 40 wld=120 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -80 P1wld-P2wld= -80
  13 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 86 wld=166 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -34 P1wld-P2wld= -34
  14 chr  0/ 9 hp 48/48 y1= 90 | P1 scr= 67 wld=147 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -53 P1wld-P2wld= -53
  15 chr  0/ 9 hp 48/48 y1= 99 | P1 scr= 36 wld=116 | P2 scr=120 wld=200 | cam  80/ 80 | P1scr-P2scr= -84 P1wld-P2wld= -84
  16 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 27 wld= 94 | P2 scr=133 wld=200 | cam  67/ 67 | P1scr-P2scr=-106 P1wld-P2wld=-106
  17 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 32 wld= 94 | P2 scr= 98 wld=160 | cam  62/ 62 | P1scr-P2scr= -66 P1wld-P2wld= -66
  18 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 72 wld=134 | P2 scr= 52 wld=114 | cam  62/ 62 | P1scr-P2scr= +20 P1wld-P2wld= +20
  19 chr  0/ 9 hp 48/48 y1=128 | P1 scr= 85 wld=141 | P2 scr= 28 wld= 84 | cam  56/ 56 | P1scr-P2scr= +57 P1wld-P2wld= +57
  20 chr  0/ 9 hp 48/41 y1=128 | P1 scr= 85 wld=137 | P2 scr= 32 wld= 84 | cam  52/ 52 | P1scr-P2scr= +53 P1wld-P2wld= +53
samples 210 cam mismatch 0 x1>x2 violations 0
range of P1scr-P2scr: -128 77
